ano_cal;fonte;base_legal;uf_beneficiario;munic_beneficiario;qtde_beneficiarios;vl_total_doacao;vl_total_dedutivel
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;CACADOR - SC;3;437228,55;437228,55
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;CELSO RAMOS - SC;1;80000;80000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;CHAPECO - SC;17;1721606,73;1721606,73
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;CONCORDIA - SC;2;165814,42;165814,42
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;CORUPA - SC;1;40000;40000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;CRICIUMA - SC;6;1683151,71;1683151,71
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;CURITIBANOS - SC;1;27849,28;27849,28
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;FLORIANOPOLIS - SC;47;9044243,23;9044243,23
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;FORQUILHINHA - SC;1;125000;125000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;FRAIBURGO - SC;1;119820;119820
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;GASPAR - SC;1;12093,79;12093,79
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;GUABIRUBA - SC;1;3000;3000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;INDAIAL - SC;4;199066,32;199066,32
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;ITAJAI - SC;4;545949,74;545949,74
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;ITAPOA - SC;3;30968,87;30968,87
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;ITA - SC;1;19360,69;19360,69
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;JARAGUA DO SUL - SC;8;2883618;2883618
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;JOACABA - SC;4;1320534,51;1320534,51
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;JOINVILLE - SC;28;9125835,76;9125835,76
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;LAGES - SC;14;2120604,72;2120604,72
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;MAFRA - SC;1;11411,42;11411,42
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;MARAVILHA - SC;1;65300,42;65300,42
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;MONDAI - SC;1;164000;164000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;NAVEGANTES - SC;3;713000;713000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;PAPANDUVA - SC;1;15000;15000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;PENHA - SC;1;500000;500000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;PINHALZINHO - SC;2;301960;301960
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;POMERODE - SC;5;174000;174000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;PORTO UNIAO - SC;1;500;500
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;RIO DO SUL - SC;4;360000;360000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;RIO DOS CEDROS - SC;1;100364,92;100364,92
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;RIO NEGRINHO - SC;1;22743,91;22743,91
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;RIQUEZA - SC;1;15000;15000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;SAO BENTO DO SUL - SC;5;429399,7;429399,7
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;SAO FRANCISCO DO SUL - SC;2;67000;67000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;SAO JOAQUIM - SC;2;21276,67;21276,67
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;SAO JOSE - SC;4;621264,83;621264,83
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;SAO MIGUEL DO OESTE - SC;1;45381,39;45381,39
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;SAO LOURENCO DO OESTE - SC;2;64976,7;64976,7
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;TANGARA - SC;1;7000;7000
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;TIJUCAS - SC;1;207999,99;207999,99
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;TIMBO - SC;3;232591,18;232591,18
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;TUBARAO - SC;1;139956,8;139956,8
2019;MINC;ARTIGO 18, LEI 8313/1991;SC;XANXERE - SC;1;47730,15;47730,15
2019;MINC;ARTIGO 18, LEI 8313/1991;SE;ARACAJU - SE;2;1319830;1319830
2019;MINC;ARTIGO 18, LEI 8313/1991;SE;ITABAIANA - SE;1;231000;231000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;AMERICANA - SP;1;164738,72;164738,72
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;AMPARO - SP;1;190982,6;190982,6
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ARARAQUARA - SP;2;177700;177700
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ARACATUBA - SP;1;42526,42;42526,42
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ATIBAIA - SP;3;466040;466040
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;BARRETOS - SP;1;4544041;4544041
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;BARRINHA - SP;1;165000;165000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;BARUERI - SP;3;6906641,09;6906641,09
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;BAURU - SP;4;65073,26;65073,26
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;BIRIGUI - SP;1;229500;229500
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;BOTUCATU - SP;2;580250;580250
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;BRAGANCA PAULISTA - SP;1;89677,73;89677,73
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;CAMPINAS - SP;37;17021784,87;17021784,87
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;CATANDUVA - SP;1;125000;125000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;COTIA - SP;1;160000;160000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;CUBATAO - SP;3;1622926,79;1622926,79
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;DIADEMA - SP;2;325022;325022
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;EMBU DAS ARTES - SP;2;946861;946861
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;FERNANDOPOLIS - SP;1;97500;97500
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;GUAIRA - SP;1;1004579,87;1004579,87
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ILHABELA - SP;1;132000;132000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;INDAIATUBA - SP;2;254104,76;254104,76
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ITANHAEM - SP;1;343069;343069
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ITAPEVI - SP;1;380003;380003
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ITAPIRA - SP;2;541500;541500
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ITATIBA - SP;2;1099750;1099750
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ITU - SP;3;202456,12;202456,12
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ITUPEVA - SP;2;195457,5;195457,5
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;JACAREI - SP;1;1000;1000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;JAGUARIUNA - SP;1;617436,57;617436,57
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;JANDIRA - SP;1;50000;50000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;JAU - SP;1;68414,05;68414,05
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;JOSE BONIFACIO - SP;1;3000;3000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;JUNDIAI - SP;3;381865,25;381865,25
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;LENCOIS PAULISTA - SP;2;962000;962000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;LIMEIRA - SP;7;541898,5;541898,5
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;LINS - SP;1;221000;221000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;LOUVEIRA - SP;1;8000;8000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;MAUA - SP;1;199243,04;199243,04
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;MOCOCA - SP;2;148776,13;148776,13
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;MOGI DAS CRUZES - SP;3;193221,02;193221,02
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;MOGI-GUACU - SP;2;1215000;1215000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;MONTE ALTO - SP;3;1009659,65;1009659,65
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;MOGI MIRIM - SP;3;1138428,99;1138428,99
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;OLIMPIA - SP;1;373776,25;373776,25
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;OSASCO - SP;3;745300;745300
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;OURINHOS - SP;5;565886,25;565886,25
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;PAULINIA - SP;3;82314,94;82314,94
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;PEDERNEIRAS - SP;1;10000;10000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;PEREIRA BARRETO - SP;2;309197,76;309197,76
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;PIRACICABA - SP;9;2056236,95;2056236,95
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;POMPEIA - SP;1;1901389,45;1901389,45
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;PORTO FELIZ - SP;2;455081,04;455081,04
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;POTIM - SP;1;100000;100000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;POA - SP;1;3371918,6;3371918,6
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;PRESIDENTE PRUDENTE - SP;1;496672,14;496672,14
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;RIBEIRAO PIRES - SP;1;200000;200000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;RIBEIRAO PRETO - SP;14;6169900,08;6169900,08
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;RIO CLARO - SP;4;1135235,78;1135235,78
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SANTA BARBARA D'OESTE - SP;1;222486;222486
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SANTA CRUZ DO RIO PARDO - SP;2;220150,25;220150,25
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SANTANA DE PARNAIBA - SP;3;1156783;1156783
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SANTO ANDRE - SP;3;1624461,78;1624461,78
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SANTO ANTONIO DO PINHAL - SP;1;25000;25000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SANTOS - SP;6;2257836;2257836
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SERRANA - SP;1;142640;142640
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SERTAOZINHO - SP;3;1034482,26;1034482,26
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SOCORRO - SP;1;390000;390000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SOROCABA - SP;3;1359312,5;1359312,5
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SUMARE - SP;1;378748,47;378748,47
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SUZANO - SP;1;100798,5;100798,5
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SAO BERNARDO DO CAMPO - SP;4;461600;461600
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SAO CARLOS - SP;1;148760;148760
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SAO JOSE DO RIO PARDO - SP;1;250000;250000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SAO JOSE DO RIO PRETO - SP;3;223600;223600
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SAO JOSE DOS CAMPOS - SP;5;5442824,16;5442824,16
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SAO JOAO DA BOA VISTA - SP;1;193000;193000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SAO PAULO - SP;451;603925596,6;603925596,6
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;SAO SEBASTIAO - SP;2;1978999,9;1978999,9
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;TABOAO DA SERRA - SP;1;300000;300000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;TATUI - SP;1;5000;5000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;TAUBATE - SP;1;382000;382000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;TREMEMBE - SP;1;5310;5310
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;UBATUBA - SP;1;317000;317000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;VALINHOS - SP;3;261800;261800
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;VINHEDO - SP;3;1145028,24;1145028,24
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;VOTUPORANGA - SP;1;164890,15;164890,15
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;AGUAS DA PRATA - SP;1;30000;30000
2019;MINC;ARTIGO 18, LEI 8313/1991;SP;ALVARES FLORENCE - SP;1;300000;300000
2019;MINC;ARTIGO 18, LEI 8313/1991;TO;ARAGUAINA - TO;3;699384,1;699384,1
2019;MINC;ARTIGO 18, LEI 8313/1991;TO;PALMAS - TO;2;100050,5;100050,5
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;AM;MANAUS - AM;1;104000;33200
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;BA;SALVADOR - BA;3;1100000;330000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;CE;ARACATI - CE;1;50000;15000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;CE;FORTALEZA - CE;4;855827,07;267173,05
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;DF;BRASILIA - DF;1;800000;240000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;GO;GOIANIA - GO;3;296757,91;89031,32
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MG;ALFENAS - MG;1;415000;124500
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MG;ALVINOPOLIS - MG;1;147292,64;44187,79
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MG;ARAGUARI - MG;1;121252;48500,8
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MG;ARAXA - MG;1;30000;9000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MG;BELO HORIZONTE - MG;7;610045;247735,5
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MG;CARMO DA MATA - MG;1;200000;60000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MG;CONTAGEM - MG;1;10317,44;3095,23
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MG;MONTES CLAROS - MG;1;1000;300
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MG;OLIVEIRA - MG;1;150000;45000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MS;DOURADOS - MS;1;35000;21000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;MT;LUCAS DO RIO VERDE - MT;1;252377,56;75713,26
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;PA;ANANINDEUA - PA;1;50000;15000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;PA;BELEM - PA;2;269993,1;80997,93
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;PB;JOAO PESSOA - PB;1;20000;6000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;PE;RECIFE - PE;4;286000;86700
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;PR;CASCAVEL - PR;1;4588,16;1376,44
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;PR;CURITIBA - PR;2;140000;42000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;PR;JANIOPOLIS - PR;1;15000;4500
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RJ;RIO DE JANEIRO - RJ;14;2909226;901767,8
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RN;NATAL - RN;1;75031,74;24384,52
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;BOM PRINCIPIO - RS;1;11700;4360
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;CACHOEIRINHA - RS;1;354,67;106,4
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;DOIS IRMAOS - RS;1;5000;2000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;GETULIO VARGAS - RS;1;16000;6400
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;IBIRUBA - RS;1;32850;15130
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;LAGOA VERMELHA - RS;1;23000;6900
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;NOVO HAMBURGO - RS;1;619000;193200
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;PELOTAS - RS;1;383150;136184
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;PORTO ALEGRE - RS;2;84000;25200
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;RS;SAO LEOPOLDO - RS;1;7000;2800
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SC;BLUMENAU - SC;1;5000;1500
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SC;BRUSQUE - SC;1;111500;33450
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SC;CHAPECO - SC;1;30000;9000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SC;FLORIANOPOLIS - SC;1;165000;49500
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SC;INDAIAL - SC;1;35000;11500
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SC;ITAJAI - SC;1;20000;6000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SC;JOACABA - SC;1;38300;15120
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SP;CAMPINAS - SP;1;7000;5600
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SP;CERQUILHO - SP;1;48000;14400
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SP;GUARULHOS - SP;1;136000;40800
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SP;ILHA SOLTEIRA - SP;1;200000;60000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SP;MAIRIPORA - SP;1;80000;24000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SP;OSASCO - SP;1;200000;60000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SP;SANTANA DE PARNAIBA - SP;1;140000;42000
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SP;SARAPUI - SP;1;434000;172200
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;SP;SAO PAULO - SP;16;3853912,87;1182083,83
2019;MINC;ARTIGO 25 E 26, LEI 8313/1991;TO;ARAGUAINA - TO;1;29962,3;8988,68
2020;ANCINE;ARTIGO 18, LEI 8313/1991;PB;CAMPINA GRANDE - PB;1;2800;2800
2020;ANCINE;ARTIGO 1º, LEI 8685/1993;RJ;RIO DE JANEIRO - RJ;4;1983134;1983134
2020;ANCINE;ARTIGO 1º, LEI 8685/1993;SP;SAO PAULO - SP;1;14000;14000
2020;ANCINE;ARTIGO 1ºA, LEI 8685/1993;PB;CAMPINA GRANDE - PB;1;2500;2500
2020;ANCINE;ARTIGO 1ºA, LEI 8685/1993;PR;CURITIBA - PR;1;133000;133000
2020;ANCINE;ARTIGO 1ºA, LEI 8685/1993;RJ;RIO DE JANEIRO - RJ;6;2781807,02;2781807,02
2020;ANCINE;ARTIGO 1ºA, LEI 8685/1993;RS;PORTO ALEGRE - RS;1;149953,2;149953,2
2020;ANCINE;ARTIGO 1ºA, LEI 8685/1993;SP;BARUERI - SP;1;4430000;4430000
2020;ANCINE;ARTIGO 1ºA, LEI 8685/1993;SP;RIBEIRAO PRETO - SP;1;32500;32500
2020;ANCINE;ARTIGO 1ºA, LEI 8685/1993;SP;SAO PAULO - SP;7;4177875,94;4177875,94
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;AC;RIO BRANCO - AC;1;63600,08;63600,08
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;AL;CAMPO ALEGRE - AL;1;279090,13;279090,13
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;AL;CAPELA - AL;1;263412,61;263412,61
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;AL;CORURIPE - AL;1;199810;199810
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;AL;MARAGOGI - AL;1;279962,65;279962,65
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;AL;SAO SEBASTIAO - AL;1;93350;93350
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;AM;MANAUS - AM;1;841015,21;841015,21
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;ALAGOINHAS - BA;1;86002,21;86002,21
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;FEIRA DE SANTANA - BA;1;331731,86;331731,86
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;IGRAPIUNA - BA;1;742543,18;742543,18
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;ITIUBA - BA;1;69600;69600
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;JUSSARA - BA;1;163241,01;163241,01
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;MUCURI - BA;1;650,95;650,95
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;NILO PECANHA - BA;1;593785,58;593785,58
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;POJUCA - BA;1;300;300
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;PRESIDENTE TANCREDO NEVES - BA;1;1024160,82;1024160,82
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;SALVADOR - BA;2;1767493,89;1767493,89
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;SIMOES FILHO - BA;1;42276,22;42276,22
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;SAO FELIX - BA;1;228175;228175
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;BA;VITORIA DA CONQUISTA - BA;1;4000;4000
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;ACARAU - CE;1;339320,38;339320,38
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;BARBALHA - CE;1;516799,04;516799,04
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;BEBERIBE - CE;1;288350;288350
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;EUSEBIO - CE;1;2788326,7;2788326,7
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;FORTALEZA - CE;2;1660747,23;1660747,23
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;ICAPUI - CE;1;18294;18294
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;ITAREMA - CE;1;237350;237350
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;JAGUARUANA - CE;1;5125,52;5125,52
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;JARDIM - CE;1;136147;136147
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;MARACANAU - CE;1;1644863,85;1644863,85
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;MONSENHOR TABOSA - CE;1;100000;100000
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;OROS - CE;1;333905,96;333905,96
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;PORTEIRAS - CE;1;62100;62100
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;QUIXADA - CE;1;20000;20000
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;SOBRAL - CE;1;159071,71;159071,71
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;CE;VARZEA ALEGRE - CE;1;414017,51;414017,51
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;DF;BRASILIA - DF;2;1168037,65;1168037,65
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;ES;CACHOEIRO DE ITAPEMIRIM - ES;1;500;500
2020;FUNDO CRIANCA E ADOLESC.;INCISO I, ART.12, LEI 9.250/1995 E ART 260, LEI 8.069/1991;ES;CARIACICA - ES;1;82890,85;82890,85
